Date,Month_Year,PM10,PM2.5,WeekDay,PAW_60cm,Max_Daily_Temp_C
2014-08-21,08-14,12,78,5,67.87,19.8
2014-08-22,08-14,13,18,6,67.87,19.1
2014-08-23,08-14,9,35,7,67.87,17.7
2014-08-24,08-14,8,18,1,67.87,15.7
2014-08-25,08-14,12,92,2,67.87,19.7
2014-08-26,08-14,14,39,3,67.87,13.5
2014-08-27,08-14,14,20,4,67.87,18.8
2014-08-28,08-14,12,69,5,67.87,22.5
2014-08-29,08-14,13,70,6,67.87,21.5
2014-08-30,08-14,12,61,7,67.87,21.6
2014-08-31,08-14,7,36,1,67.87,16.3
2014-09-01,09-14,12,70,2,91.3,15.9
2014-09-02,09-14,16,10,3,91.3,16.5
2014-09-03,09-14,25,83,4,91.3,15.6
2014-09-04,09-14,33,46,5,91.3,19.7
2014-09-05,09-14,26,12,6,91.3,26.9
2014-09-06,09-14,29,60,7,91.3,25.2
2014-09-07,09-14,19,95,1,91.3,26.6
2014-09-08,09-14,30,52,2,91.3,23.9
2014-09-09,09-14,29,51,3,91.3,19.2
2014-09-10,09-14,20,82,4,91.3,16.4
2014-09-11,09-14,20,62,5,91.3,14.8
2014-09-12,09-14,13,46,6,91.3,15.4
2014-09-13,09-14,11,16,7,91.3,15.6
2014-09-14,09-14,10,29,1,91.3,15.3
2014-09-15,09-14,24,98,2,91.3,23
2014-09-16,09-14,27,38,3,91.3,22.9
2014-09-17,09-14,23,21,4,91.3,22
2014-09-18,09-14,27,24,5,91.3,20.8
2014-09-19,09-14,21,27,6,91.3,24.6
2014-09-20,09-14,14,81,7,91.3,22.1
2014-09-21,09-14,13,14,1,91.3,16.7
2014-09-22,09-14,12,78,2,91.3,13.3
2014-09-23,09-14,10,95,3,91.3,14.7
2014-09-24,09-14,18,64,4,91.3,16.2
2014-09-25,09-14,17,9,5,91.3,14.3
2014-09-26,09-14,16,76,6,91.3,13.7
2014-09-27,09-14,16,50,7,91.3,19.3
2014-09-28,09-14,13,19,1,91.3,21.1
2014-09-29,09-14,20,77,2,91.3,24.2
2014-09-30,09-14,NA,NA,3,91.3,20.3
2014-10-01,10-14,31,10,4,96.2,19.4
2014-10-02,10-14,NA,NA,5,96.2,21
2014-10-03,10-14,22,64,6,96.2,19.5
2014-10-04,10-14,26,68,7,96.2,16.4
2014-10-05,10-14,24,24,1,96.2,16.6
2014-10-06,10-14,40,12,2,96.2,14.9
2014-10-07,10-14,28,20,3,96.2,16.1
2014-10-08,10-14,16,6,4,96.2,17.3
2014-10-09,10-14,24,3,5,96.2,25.2
2014-10-10,10-14,22,42,6,96.2,17.6
2014-10-11,10-14,24,77,7,96.2,17
2014-10-12,10-14,14,81,1,96.2,19.8
2014-10-13,10-14,23,79,2,96.2,19.9
2014-10-14,10-14,15,31,3,96.2,18.7
2014-10-15,10-14,15,60,4,96.2,17.5
2014-10-16,10-14,11,67,5,96.2,17.2
2014-10-17,10-14,16,35,6,96.2,15.4
2014-10-18,10-14,15,36,7,96.2,16
2014-10-19,10-14,14,34,1,96.2,21
2014-10-20,10-14,15,3,2,96.2,17.5
2014-10-21,10-14,14,5,3,96.2,13.7
2014-10-22,10-14,6,57,4,96.2,8.6
2014-10-23,10-14,15,38,5,96.2,8.6
2014-10-24,10-14,23,77,6,96.2,13.7
2014-10-25,10-14,23,65,7,96.2,10.4
2014-10-26,10-14,21,99,1,96.2,12.1
2014-10-27,10-14,18,46,2,96.2,9.8
2014-10-28,10-14,27,56,3,96.2,12.2
2014-10-29,10-14,36,69,4,96.2,10.3
2014-10-30,10-14,45,79,5,96.2,10.8
2014-10-31,10-14,35,41,6,96.2,15.7
2014-11-01,11-14,21,53,7,100.68,18.4
2014-11-02,11-14,24,18,1,100.68,17.4
2014-11-03,11-14,20,57,2,100.68,14.2
2014-11-04,11-14,23,25,3,100.68,13
2014-11-05,11-14,24,59,4,100.68,12.2
2014-11-06,11-14,25,51,5,100.68,8.9
2014-11-07,11-14,25,84,6,100.68,7.4
2014-11-08,11-14,19,52,7,100.68,12.5
2014-11-09,11-14,14,8,1,100.68,8.9
2014-11-10,11-14,12,89,2,100.68,9.5
2014-11-11,11-14,30,67,3,100.68,13.3
2014-11-12,11-14,39,45,4,100.68,13.5
2014-11-13,11-14,32,13,5,100.68,9.3
2014-11-14,11-14,41,36,6,100.68,13.8
2014-11-15,11-14,33,70,7,100.68,13.3
2014-11-16,11-14,16,52,1,100.68,9.2
2014-11-17,11-14,30,63,2,100.68,9.3
2014-11-18,11-14,20,89,3,100.68,8.3
2014-11-19,11-14,9,17,4,100.68,4.8
2014-11-20,11-14,20,38,5,100.68,5.7
2014-11-21,11-14,29,5,6,100.68,5.7
2014-11-22,11-14,24,89,7,100.68,6.5
2014-11-23,11-14,17,74,1,100.68,8.5
2014-11-24,11-14,27,49,2,100.68,6.1
2014-11-25,11-14,25,57,3,100.68,6.3
2014-11-26,11-14,37,77,4,100.68,4.8
2014-11-27,11-14,34,12,5,100.68,2.8
2014-11-28,11-14,28,10,6,100.68,2.3
2014-11-29,11-14,22,6,7,100.68,2.8
2014-11-30,11-14,24,21,1,100.68,4
2014-12-01,12-14,53,19,2,103.4,1.2
2014-12-02,12-14,51,46,3,103.4,-0.5
2014-12-03,12-14,64,24,4,103.4,-1.9
2014-12-04,12-14,89,38,5,103.4,0.5
2014-12-05,12-14,45,83,6,103.4,3.6
2014-12-06,12-14,23,75,7,103.4,3.5
2014-12-07,12-14,22,39,1,103.4,3.9
2014-12-08,12-14,23,48,2,103.4,3.7
2014-12-09,12-14,20,39,3,103.4,-0.7
2014-12-10,12-14,16,14,4,103.4,1.9
2014-12-11,12-14,6,41,5,103.4,4.7
2014-12-12,12-14,5,96,6,103.4,9.7
2014-12-13,12-14,8,93,7,103.4,9.6
2014-12-14,12-14,14,0,1,103.4,5.9
2014-12-15,12-14,11,64,2,103.4,9
2014-12-16,12-14,12,30,3,103.4,6
2014-12-17,12-14,11,76,4,103.4,4.6
2014-12-18,12-14,5,3,5,103.4,11.9
2014-12-19,12-14,3,66,6,103.4,11.5
2014-12-20,12-14,11,13,7,103.4,4.1
2014-12-21,12-14,9,93,1,103.4,5.1
2014-12-22,12-14,8,70,2,103.4,7.2
2014-12-23,12-14,4,37,3,103.4,8.3
2014-12-24,12-14,4,68,4,103.4,7.2
2014-12-25,12-14,6,74,5,103.4,4.7
2014-12-26,12-14,9,9,6,103.4,1.8
2014-12-27,12-14,16,43,7,103.4,-1.8
2014-12-28,12-14,34,13,1,103.4,-4.4
2014-12-29,12-14,17,68,2,103.4,-1.5
2014-12-30,12-14,19,33,3,103.4,0.9
2014-12-31,12-14,20,55,4,103.4,2
2015-01-01,01-15,19,92,5,103.68,4.2
2015-01-02,01-15,11,14,6,103.68,2.6
2015-01-03,01-15,18,97,7,103.68,2.6
2015-01-04,01-15,7,40,1,103.68,2.2
2015-01-05,01-15,21,1,2,103.68,3.3
2015-01-06,01-15,24,96,3,103.68,1.4
2015-01-07,01-15,22,97,4,103.68,1.8
2015-01-08,01-15,10,24,5,103.68,6.6
2015-01-09,01-15,4,62,6,103.68,8.9
2015-01-10,01-15,5,16,7,103.68,13.4
2015-01-11,01-15,11,83,1,103.68,3.2
2015-01-12,01-15,6,2,2,103.68,5.7
2015-01-13,01-15,9,77,3,103.68,11.3
2015-01-14,01-15,8,51,4,103.68,9
2015-01-15,01-15,7,16,5,103.68,6.6
2015-01-16,01-15,23,73,6,103.68,7.7
2015-01-17,01-15,20,65,7,103.68,3.2
2015-01-18,01-15,23,14,1,103.68,2.7
2015-01-19,01-15,25,96,2,103.68,2.6
2015-01-20,01-15,21,98,3,103.68,1.4
2015-01-21,01-15,36,20,4,103.68,0
2015-01-22,01-15,34,79,5,103.68,-0.5
2015-01-23,01-15,NA,NA,6,103.68,-1.2
2015-01-24,01-15,20,34,7,103.68,0
2015-01-25,01-15,12,56,1,103.68,1.7
2015-01-26,01-15,9,74,2,103.68,1.2
2015-01-27,01-15,9,4,3,103.68,2.2
2015-01-28,01-15,13,52,4,103.68,2.4
2015-01-29,01-15,16,5,5,103.68,1.6
2015-01-30,01-15,6,60,6,103.68,1
2015-01-31,01-15,16,67,7,103.68,1
2015-02-01,02-15,14,85,1,100.38,1.5
2015-02-02,02-15,18,45,2,100.38,2.2
2015-02-03,02-15,18,72,3,100.38,1
2015-02-04,02-15,25,35,4,100.38,-0.1
2015-02-05,02-15,35,43,5,100.38,-1.5
2015-02-06,02-15,47,93,6,100.38,-1.1
2015-02-07,02-15,37,22,7,100.38,1.6
2015-02-08,02-15,13,91,1,100.38,1.8
2015-02-09,02-15,6,94,2,100.38,3.2
2015-02-10,02-15,7,70,3,100.38,3.2
2015-02-11,02-15,24,1,4,100.38,4.6
2015-02-12,02-15,28,1,5,100.38,1.9
2015-02-13,02-15,28,38,6,100.38,1.9
2015-02-14,02-15,30,31,7,100.38,2.4
2015-02-15,02-15,47,71,1,100.38,3.3
2015-02-16,02-15,54,3,2,100.38,7.4
2015-02-17,02-15,58,56,3,100.38,8
2015-02-18,02-15,56,30,4,100.38,2.7
2015-02-19,02-15,35,45,5,100.38,2.3
2015-02-20,02-15,39,35,6,100.38,9
2015-02-21,02-15,14,92,7,100.38,9.3
2015-02-22,02-15,19,58,1,100.38,4.9
2015-02-23,02-15,21,67,2,100.38,3.3
2015-02-24,02-15,16,83,3,100.38,5.3
2015-02-25,02-15,23,56,4,100.38,6.1
2015-02-26,02-15,25,85,5,100.38,7.9
2015-02-27,02-15,32,34,6,100.38,9.7
2015-02-28,02-15,19,21,7,100.38,6.6
2015-03-01,03-15,12,69,1,89.62,6.2
2015-03-02,03-15,9,80,2,89.62,7.9
2015-03-03,03-15,12,98,3,89.62,7.2
2015-03-04,03-15,10,63,4,89.62,5.4
2015-03-05,03-15,10,45,5,89.62,5.3
2015-03-06,03-15,28,36,6,89.62,5.3
2015-03-07,03-15,27,51,7,89.62,10.6
2015-03-08,03-15,21,77,1,89.62,14.9
2015-03-09,03-15,45,26,2,89.62,11.3
2015-03-10,03-15,37,37,3,89.62,14.2
2015-03-11,03-15,23,23,4,89.62,6.2
2015-03-12,03-15,33,32,5,89.62,4.1
2015-03-13,03-15,33,4,6,89.62,1.3
2015-03-14,03-15,30,71,7,89.62,2.7
2015-03-15,03-15,24,17,1,89.62,6.1
2015-03-16,03-15,41,3,2,89.62,13.2
2015-03-17,03-15,43,46,3,89.62,15.9
2015-03-18,03-15,39,52,4,89.62,15.9
2015-03-19,03-15,51,18,5,89.62,13.8
2015-03-20,03-15,44,25,6,89.62,13.1
2015-03-21,03-15,41,10,7,89.62,10
2015-03-22,03-15,15,93,1,89.62,2.8
2015-03-23,03-15,31,16,2,89.62,12.2
2015-03-24,03-15,52,29,3,89.62,10.8
2015-03-25,03-15,46,37,4,89.62,18.8
2015-03-26,03-15,68,4,5,89.62,10.7
2015-03-27,03-15,16,18,6,89.62,10.6
2015-03-28,03-15,25,34,7,89.62,11.1
2015-03-29,03-15,6,68,1,89.62,11
2015-03-30,03-15,6,57,2,89.62,9.1
2015-03-31,03-15,6,9,3,89.62,12
2015-04-01,04-15,7,18,4,76.77,7.4
2015-04-02,04-15,5,3,5,76.77,4.1
2015-04-03,04-15,8,21,6,76.77,7.9
2015-04-04,04-15,17,63,7,76.77,7.2
2015-04-05,04-15,22,72,1,76.77,7
2015-04-06,04-15,13,40,2,76.77,7
2015-04-07,04-15,19,49,3,76.77,11.8
2015-04-08,04-15,40,63,4,76.77,11.6
2015-04-09,04-15,29,75,5,76.77,14.9
2015-04-10,04-15,31,61,6,76.77,20
2015-04-11,04-15,19,55,7,76.77,17.9
2015-04-12,04-15,8,72,1,76.77,15.9
2015-04-13,04-15,10,85,2,76.77,12.3
2015-04-14,04-15,20,91,3,76.77,16.9
2015-04-15,04-15,19,3,4,76.77,22.6
2015-04-16,04-15,31,65,5,76.77,19.9
2015-04-17,04-15,19,78,6,76.77,10.7
2015-04-18,04-15,12,8,7,76.77,9.6
2015-04-19,04-15,13,20,1,76.77,13.4
2015-04-20,04-15,18,92,2,76.77,16
2015-04-21,04-15,17,0,3,76.77,19.9
2015-04-22,04-15,22,76,4,76.77,8.1
2015-04-23,04-15,29,53,5,76.77,16.4
2015-04-24,04-15,26,19,6,76.77,19.6
2015-04-25,04-15,21,69,7,76.77,19
2015-04-26,04-15,12,1,1,76.77,19.9
2015-04-27,04-15,11,8,2,76.77,21.9
2015-04-28,04-15,10,13,3,76.77,10.9
2015-04-29,04-15,15,2,4,76.77,15
2015-04-30,04-15,19,4,5,76.77,15.8
2015-05-01,05-15,13,77,6,56.92,12.5
2015-05-02,05-15,17,30,7,56.92,16.3
2015-05-03,05-15,10,85,1,56.92,15.5
2015-05-04,05-15,12,87,2,56.92,22.2
2015-05-05,05-15,13,18,3,56.92,26.2
2015-05-06,05-15,13,24,4,56.92,19.1
2015-05-07,05-15,13,47,5,56.92,16.8
2015-05-08,05-15,16,0,6,56.92,21.6
2015-05-09,05-15,13,18,7,56.92,19.6
2015-05-10,05-15,10,37,1,56.92,18.3
2015-05-11,05-15,13,66,2,56.92,22.5
2015-05-12,05-15,19,95,3,56.92,27
2015-05-13,05-15,14,96,4,56.92,20.5
2015-05-14,05-15,14,99,5,56.92,16.6
2015-05-15,05-15,13,55,6,56.92,18.5
2015-05-16,05-15,12,70,7,56.92,20.6
2015-05-17,05-15,11,53,1,56.92,17
2015-05-18,05-15,16,10,2,56.92,22.3
2015-05-19,05-15,12,44,3,56.92,18.8
2015-05-20,05-15,12,93,4,56.92,14.6
2015-05-21,05-15,17,75,5,56.92,15.5
2015-05-22,05-15,15,2,6,56.92,18.5
2015-05-23,05-15,22,1,7,56.92,19.2
2015-05-24,05-15,14,77,1,56.92,20.3
2015-05-25,05-15,17,31,2,56.92,17.2
2015-05-26,05-15,9,61,3,56.92,13.7
2015-05-27,05-15,10,34,4,56.92,12.1
2015-05-28,05-15,15,90,5,56.92,19.4
2015-05-29,05-15,13,9,6,56.92,19.8
2015-05-30,05-15,8,64,7,56.92,16.9
2015-05-31,05-15,8,77,1,56.92,20.7
2015-06-01,06-15,9,97,2,53.42,19.9
2015-06-02,06-15,10,36,3,53.42,24.1
2015-06-03,06-15,14,59,4,53.42,26.9
2015-06-04,06-15,20,8,5,53.42,24.5
2015-06-05,06-15,19,61,6,53.42,30.5
2015-06-06,06-15,20,2,7,53.42,33.1
2015-06-07,06-15,22,98,1,53.42,21.4
2015-06-08,06-15,18,55,2,53.42,15.4
2015-06-09,06-15,12,96,3,53.42,12
2015-06-10,06-15,16,73,4,53.42,18.5
2015-06-11,06-15,25,5,5,53.42,19.2
2015-06-12,06-15,22,88,6,53.42,28.7
2015-06-13,06-15,23,21,7,53.42,28.4
2015-06-14,06-15,14,11,1,53.42,27.3
2015-06-15,06-15,18,24,2,53.42,17.4
2015-06-16,06-15,15,46,3,53.42,19.3
2015-06-17,06-15,14,90,4,53.42,20.6
2015-06-18,06-15,11,86,5,53.42,17.4
2015-06-19,06-15,10,94,6,53.42,16.2
2015-06-20,06-15,6,54,7,53.42,15.5
2015-06-21,06-15,9,32,1,53.42,15.4
2015-06-22,06-15,10,42,2,53.42,16.6
2015-06-23,06-15,5,53,3,53.42,15.2
2015-06-24,06-15,9,11,4,53.42,18.4
2015-06-25,06-15,13,24,5,53.42,23
2015-06-26,06-15,15,56,6,53.42,23.9
2015-06-27,06-15,15,39,7,53.42,20.1
2015-06-28,06-15,9,35,1,53.42,22.1
2015-06-29,06-15,14,24,2,53.42,26.1
2015-06-30,06-15,20,26,3,53.42,25.6
2015-07-01,07-15,20,91,4,42.73,28.3
2015-07-02,07-15,25,65,5,42.73,32.1
2015-07-03,07-15,25,69,6,42.73,34.5
2015-07-04,07-15,27,69,7,42.73,36
2015-07-05,07-15,26,41,1,42.73,36.4
2015-07-06,07-15,14,12,2,42.73,27.4
2015-07-07,07-15,20,91,3,42.73,33.7
2015-07-08,07-15,11,96,4,42.73,21.5
2015-07-09,07-15,8,24,5,42.73,18.8
2015-07-10,07-15,11,42,6,42.73,20.3
2015-07-11,07-15,13,24,7,42.73,26.9
2015-07-12,07-15,15,14,1,42.73,27.2
2015-07-13,07-15,13,3,2,42.73,19.6
2015-07-14,07-15,9,29,3,42.73,23
2015-07-15,07-15,11,17,4,42.73,25.4
2015-07-16,07-15,13,41,5,42.73,28.7
2015-07-17,07-15,20,65,6,42.73,34.2
2015-07-18,07-15,18,34,7,42.73,30.4
2015-07-19,07-15,13,97,1,42.73,29.6
2015-07-20,07-15,12,23,2,42.73,24.7
2015-07-21,07-15,11,11,3,42.73,30.4
2015-07-22,07-15,13,76,4,42.73,34.5
2015-07-23,07-15,16,86,5,42.73,25.3
2015-07-24,07-15,21,57,6,42.73,28.7
2015-07-25,07-15,11,52,7,42.73,25.6
2015-07-26,07-15,12,78,1,42.73,22.1
2015-07-27,07-15,8,68,2,42.73,20.8
2015-07-28,07-15,9,58,3,42.73,21.1
2015-07-29,07-15,10,31,4,42.73,18.5
2015-07-30,07-15,10,97,5,42.73,21.6
2015-07-31,07-15,14,30,6,42.73,21.6
2015-08-01,08-15,16,26,7,44.8,26.7
2015-08-02,08-15,21,36,1,44.8,27.9
2015-08-03,08-15,23,51,2,44.8,30.8
2015-08-04,08-15,18,64,3,44.8,33.3
2015-08-05,08-15,14,95,4,44.8,29.3
2015-08-06,08-15,20,45,5,44.8,34.9
2015-08-07,08-15,26,12,6,44.8,37.8
2015-08-08,08-15,26,58,7,44.8,32.9
2015-08-09,08-15,17,73,1,44.8,28.7
2015-08-10,08-15,28,81,2,44.8,35.5
2015-08-11,08-15,31,15,3,44.8,31.9
2015-08-12,08-15,25,59,4,44.8,29.3
2015-08-13,08-15,33,99,5,44.8,32.9
2015-08-14,08-15,34,90,6,44.8,34.6
2015-08-15,08-15,13,17,7,44.8,28.6
2015-08-16,08-15,22,0,1,44.8,20.6
2015-08-17,08-15,8,97,2,44.8,17.1
2015-08-18,08-15,11,13,3,44.8,16.2
2015-08-19,08-15,25,46,4,44.8,15.2
2015-08-20,08-15,24,82,5,44.8,18.2
2015-08-21,08-15,25,41,6,44.8,23.7
2015-08-22,08-15,28,27,7,44.8,24.6
2015-08-23,08-15,24,98,1,44.8,24.4
2015-08-24,08-15,14,18,2,44.8,26.9
2015-08-25,08-15,9,93,3,44.8,18.8
2015-08-26,08-15,12,69,4,44.8,25.1
2015-08-27,08-15,13,66,5,44.8,28.1
2015-08-28,08-15,14,60,6,44.8,20.1
2015-08-29,08-15,13,32,7,44.8,27.2
2015-08-30,08-15,16,33,1,44.8,34.3
2015-08-31,08-15,21,42,2,44.8,34
2015-09-01,09-15,18,48,3,47.08,30.7
2015-09-02,09-15,12,42,4,47.08,19.3
2015-09-03,09-15,16,28,5,47.08,16.8
2015-09-04,09-15,12,69,6,47.08,18.8
2015-09-05,09-15,8,94,7,47.08,15.6
2015-09-06,09-15,8,44,1,47.08,12.3
2015-09-07,09-15,11,5,2,47.08,15.6
2015-09-08,09-15,12,43,3,47.08,17.4
2015-09-09,09-15,13,78,4,47.08,15.9
2015-09-10,09-15,17,21,5,47.08,15
2015-09-11,09-15,21,31,6,47.08,18
2015-09-12,09-15,16,71,7,47.08,23.1
2015-09-13,09-15,17,58,1,47.08,24.8
2015-09-14,09-15,14,6,2,47.08,18.9
2015-09-15,09-15,8,94,3,47.08,19.4
2015-09-16,09-15,12,21,4,47.08,22.8
2015-09-17,09-15,10,81,5,47.08,24.3
2015-09-18,09-15,9,49,6,47.08,18.5
2015-09-19,09-15,9,45,7,47.08,20.5
2015-09-20,09-15,7,14,1,47.08,16.2
2015-09-21,09-15,15,53,2,47.08,18
2015-09-22,09-15,11,60,3,47.08,16.9
2015-09-23,09-15,10,4,4,47.08,14.2
2015-09-24,09-15,13,4,5,47.08,17.4
2015-09-25,09-15,21,23,6,47.08,16.8
2015-09-26,09-15,21,64,7,47.08,13.3
2015-09-27,09-15,13,63,1,47.08,14.2
2015-09-28,09-15,16,72,2,47.08,14.9
2015-09-29,09-15,15,23,3,47.08,15
2015-09-30,09-15,17,9,4,47.08,14.3
2015-10-01,10-15,30,12,5,54.02,15.4
2015-10-02,10-15,27,56,6,54.02,19.2
2015-10-03,10-15,25,36,7,54.02,21.4
2015-10-04,10-15,24,18,1,54.02,17.9
2015-10-05,10-15,29,23,2,54.02,18.1
2015-10-06,10-15,20,6,3,54.02,16.3
2015-10-07,10-15,20,25,4,54.02,17.2
2015-10-08,10-15,13,46,5,54.02,14.7
2015-10-09,10-15,28,98,6,54.02,13.9
2015-10-10,10-15,51,55,7,54.02,8.4
2015-10-11,10-15,26,33,1,54.02,8.2
2015-10-12,10-15,36,89,2,54.02,8
2015-10-13,10-15,47,72,3,54.02,3.4
2015-10-14,10-15,19,87,4,54.02,2
2015-10-15,10-15,13,28,5,54.02,4.2
2015-10-16,10-15,8,89,6,54.02,6.4
2015-10-17,10-15,11,25,7,54.02,7.2
2015-10-18,10-15,16,22,1,54.02,8.4
2015-10-19,10-15,31,81,2,54.02,9.6
2015-10-20,10-15,19,61,3,54.02,8
2015-10-21,10-15,35,50,4,54.02,8.3
2015-10-22,10-15,25,60,5,54.02,10.8
2015-10-23,10-15,16,62,6,54.02,12.1
2015-10-24,10-15,19,24,7,54.02,14.7
2015-10-25,10-15,23,67,1,54.02,12.3
2015-10-26,10-15,32,39,2,54.02,13.4
2015-10-27,10-15,39,77,3,54.02,12.1
2015-10-28,10-15,45,37,4,54.02,10.1
2015-10-29,10-15,43,44,5,54.02,9.5
2015-10-30,10-15,41,60,6,54.02,12.7
2015-10-31,10-15,29,22,7,54.02,16.7
2015-11-01,11-15,28,46,1,64.87,14.8
2015-11-02,11-15,28,90,2,64.87,16.5
2015-11-03,11-15,35,74,3,64.87,16.6
2015-11-04,11-15,40,71,4,64.87,17.4
2015-11-05,11-15,31,74,5,64.87,17.4
2015-11-06,11-15,27,99,6,64.87,17.3
2015-11-07,11-15,7,52,7,64.87,17.7
2015-11-08,11-15,10,80,1,64.87,17
2015-11-09,11-15,11,7,2,64.87,16
2015-11-10,11-15,10,5,3,64.87,15.5
2015-11-11,11-15,11,91,4,64.87,13.8
2015-11-12,11-15,15,47,5,64.87,12.4
2015-11-13,11-15,20,85,6,64.87,11.7
2015-11-14,11-15,10,98,7,64.87,8.7
2015-11-15,11-15,8,64,1,64.87,11.5
2015-11-16,11-15,14,78,2,64.87,12.9
2015-11-17,11-15,7,30,3,64.87,12.6
2015-11-18,11-15,10,73,4,64.87,14.1
2015-11-19,11-15,6,3,5,64.87,12.7
2015-11-20,11-15,6,78,6,64.87,8.4
2015-11-21,11-15,11,91,7,64.87,4.4
2015-11-22,11-15,6,76,1,64.87,2.5
2015-11-23,11-15,7,60,2,64.87,0.6
2015-11-24,11-15,16,79,3,64.87,2.8
2015-11-25,11-15,11,62,4,64.87,2.7
2015-11-26,11-15,14,74,5,64.87,3.7
2015-11-27,11-15,20,51,6,64.87,4.7
2015-11-28,11-15,15,97,7,64.87,2.3
2015-11-29,11-15,5,84,1,64.87,8.5
2015-11-30,11-15,7,41,2,64.87,8.9
2015-12-01,12-15,7,61,3,89.75,9.6
2015-12-02,12-15,17,12,4,89.75,9.9
2015-12-03,12-15,26,28,5,89.75,7.3
2015-12-04,12-15,22,43,6,89.75,6.7
2015-12-05,12-15,12,16,7,89.75,7.6
2015-12-06,12-15,12,27,1,89.75,8.5
2015-12-07,12-15,19,49,2,89.75,12.4
2015-12-08,12-15,20,71,3,89.75,12.5
2015-12-09,12-15,18,42,4,89.75,6.4
2015-12-10,12-15,13,45,5,89.75,3.8
2015-12-11,12-15,14,0,6,89.75,5.7
2015-12-12,12-15,7,7,7,89.75,7.1
2015-12-13,12-15,7,13,1,89.75,7.9
2015-12-14,12-15,19,54,2,89.75,5.2
2015-12-15,12-15,32,13,3,89.75,6.7
2015-12-16,12-15,25,15,4,89.75,7.6
2015-12-17,12-15,10,60,5,89.75,11.5
2015-12-18,12-15,16,16,6,89.75,11.2
2015-12-19,12-15,19,23,7,89.75,11.4
2015-12-20,12-15,14,50,1,89.75,9.1
2015-12-21,12-15,9,66,2,89.75,8.6
2015-12-22,12-15,5,72,3,89.75,10.5
2015-12-23,12-15,15,5,4,89.75,9.3
2015-12-24,12-15,14,13,5,89.75,10.4
2015-12-25,12-15,10,21,6,89.75,11.3
2015-12-26,12-15,8,99,7,89.75,12.9
2015-12-27,12-15,14,80,1,89.75,10.9
2015-12-28,12-15,31,73,2,89.75,9.6
2015-12-29,12-15,21,51,3,89.75,7.4
2015-12-30,12-15,21,0,4,89.75,5
2015-12-31,12-15,15,20,5,89.75,0.9
2016-01-01,01-16,43,61,6,95.35,3.3
2016-01-02,01-16,17,21,7,95.35,1.7
2016-01-03,01-16,30,55,1,95.35,-0.2
2016-01-04,01-16,36,67,2,95.35,-2
2016-01-05,01-16,27,98,3,95.35,2.7
2016-01-06,01-16,45,46,4,95.35,2.6
2016-01-07,01-16,41,57,5,95.35,4.5
2016-01-08,01-16,10,47,6,95.35,4.9
2016-01-09,01-16,13,90,7,95.35,3.3
2016-01-10,01-16,11,93,1,95.35,6.4
2016-01-11,01-16,10,69,2,95.35,4.8
2016-01-12,01-16,8,15,3,95.35,5.3
2016-01-13,01-16,7,99,4,95.35,4.4
2016-01-14,01-16,17,99,5,95.35,3.4
2016-01-15,01-16,13,0,6,95.35,1.3
2016-01-16,01-16,19,85,7,95.35,0
2016-01-17,01-16,13,98,1,95.35,-1.7
2016-01-18,01-16,19,91,2,95.35,-1.7
2016-01-19,01-16,29,78,3,95.35,-4.1
2016-01-20,01-16,28,90,4,95.35,-2.4
2016-01-21,01-16,27,65,5,95.35,-1.9
2016-01-22,01-16,31,15,6,95.35,-3.5
2016-01-23,01-16,25,72,7,95.35,2.1
2016-01-24,01-16,13,48,1,95.35,5
2016-01-25,01-16,12,39,2,95.35,7.2
2016-01-26,01-16,18,71,3,95.35,9.5
2016-01-27,01-16,11,32,4,95.35,11.6
2016-01-28,01-16,14,53,5,95.35,11.1
2016-01-29,01-16,13,88,6,95.35,8.1
2016-01-30,01-16,8,84,7,95.35,7.3
2016-01-31,01-16,11,52,1,95.35,5
2016-02-01,02-16,6,54,2,103.52,11.1
2016-02-02,02-16,12,60,3,103.52,11.3
2016-02-03,02-16,8,45,4,103.52,5.6
2016-02-04,02-16,16,55,5,103.52,2.6
2016-02-05,02-16,14,48,6,103.52,6.1
2016-02-06,02-16,12,98,7,103.52,8.4
2016-02-07,02-16,17,15,1,103.52,7.7
2016-02-08,02-16,5,46,2,103.52,9.6
2016-02-09,02-16,4,72,3,103.52,7.8
2016-02-10,02-16,10,11,4,103.52,4.4
2016-02-11,02-16,11,24,5,103.52,5.1
2016-02-12,02-16,21,19,6,103.52,5.1
2016-02-13,02-16,20,83,7,103.52,3.6
2016-02-14,02-16,8,68,1,103.52,8.4
2016-02-15,02-16,13,17,2,103.52,5.3
2016-02-16,02-16,18,40,3,103.52,-0.1
2016-02-17,02-16,24,29,4,103.52,0.6
2016-02-18,02-16,28,36,5,103.52,5.7
2016-02-19,02-16,37,8,6,103.52,3.5
2016-02-20,02-16,10,17,7,103.52,6.1
2016-02-21,02-16,1,71,1,103.52,11.4
2016-02-22,02-16,6,0,2,103.52,9.9
2016-02-23,02-16,9,93,3,103.52,2.6
2016-02-24,02-16,14,18,4,103.52,5.5
2016-02-25,02-16,23,91,5,103.52,3.6
2016-02-26,02-16,26,4,6,103.52,3.8
2016-02-27,02-16,35,69,7,103.52,5
2016-02-28,02-16,56,98,1,103.52,2.8
2016-02-29,02-16,41,70,2,103.52,0.5
2016-03-01,03-16,27,39,3,100.88,2.6
2016-03-02,03-16,18,42,4,100.88,5.5
2016-03-03,03-16,15,54,5,100.88,5
