X (Grid),Y (Grid),X (m),Y (m),AirT,rh,Wind,MRT,Point
62,134,187.5,100.5,36.199207,29.2833,0.0009,38.3802,6003
63,134,190.5,100.5,36.150215,29.7265,1.838,62.064,6004
64,134,193.5,100.5,36.03252,29.9777,1.7461,61.7068,6005
65,134,196.5,100.5,35.912785,30.1394,1.6278,61.3318,6006
66,134,199.5,100.5,35.81852,30.2783,1.519,60.4554,6007
67,134,202.5,100.5,35.608913,30.3224,1.6356,54.4419,6008
68,134,205.5,100.5,35.461399,30.6087,1.4791,38.8774,6009
69,134,208.5,100.5,35.310036,30.8994,1.3842,36.278,6010
70,134,211.5,100.5,35.165051,31.182,1.2807,32.5539,6011
71,134,214.5,100.5,35.035389,31.4353,1.026,32.7288,6012
72,134,217.5,100.5,34.919945,31.6465,0.6445,33.0453,6013
73,134,220.5,100.5,34.832588,31.7974,0.3891,32.7309,6014
74,134,223.5,100.5,NA,NA,0,NA,6015
75,134,226.5,100.5,NA,NA,0,NA,6016
76,134,229.5,100.5,NA,NA,0,NA,6017
77,134,232.5,100.5,34.426968,32.9012,0.2651,38.4075,6018
78,134,235.5,100.5,34.503277,33.0574,0.42,51.3767,6019
79,134,238.5,100.5,34.44342,33.0783,0.4521,51.5747,6020
80,134,241.5,100.5,34.193195,33.1642,1.5627,54.3832,6021
81,134,244.5,100.5,34.07254,33.3826,1.4531,37.649,6022
82,134,247.5,100.5,33.967999,33.5715,1.3622,32.8671,6023
83,134,250.5,100.5,33.876205,33.7434,1.2775,31.5948,6024
84,134,253.5,100.5,33.787415,33.9236,1.1108,32.7328,6025
85,134,256.5,100.5,33.692429,34.1045,0.7642,36.5784,6026
86,134,259.5,100.5,33.601971,34.2466,0.56,31.8699,6027
87,134,262.5,100.5,33.525394,34.3668,0.5213,30.757,6028
88,134,265.5,100.5,33.464428,34.469,0.6508,30.6787,6029
89,134,268.5,100.5,33.415913,34.5552,0.8085,30.4896,6030
90,134,271.5,100.5,33.374744,34.6312,0.7116,29.5848,6031
91,134,274.5,100.5,33.341812,34.6965,0.379,28.9329,6032
92,134,277.5,100.5,33.331242,34.7063,1.4236,31.9847,6033
93,134,280.5,100.5,33.302116,34.7823,1.4643,32.53,6034
94,134,283.5,100.5,33.271557,34.8372,1.4547,34.4535,6035
95,134,286.5,100.5,33.246201,34.8602,1.4112,31.3405,6036
96,134,289.5,100.5,33.230438,34.8464,1.3492,31.4982,6037
97,134,292.5,100.5,33.221851,34.817,1.299,30.4617,6038
98,134,295.5,100.5,33.222477,34.7593,1.2432,30.6384,6039
99,134,298.5,100.5,33.230186,34.6856,1.1426,32.2678,6040
100,134,301.5,100.5,33.251045,34.5775,1.0578,30.5174,6041
101,134,304.5,100.5,33.283012,34.462,0.9111,30.4089,6042
102,134,307.5,100.5,33.307972,34.3823,0.8907,31.0952,6043
103,134,310.5,100.5,33.330055,34.305,0.5755,33.8207,6044
104,134,313.5,100.5,33.346062,34.2401,0.3547,30.5641,6045
105,134,316.5,100.5,33.539696,33.6762,1.3071,33.8619,6046
106,134,319.5,100.5,33.619202,33.4502,1.4606,31.0247,6047
107,134,322.5,100.5,33.684399,33.2789,1.4835,30.7219,6048
108,134,325.5,100.5,33.738682,33.1529,1.4745,30.6808,6049
109,134,328.5,100.5,33.781445,33.0704,1.4617,31.3124,6050
110,134,331.5,100.5,33.813816,33.0132,1.4398,31.8417,6051
111,134,334.5,100.5,33.849468,32.9232,1.4153,31.6264,6052
112,134,337.5,100.5,33.892658,32.7886,1.3887,31.3062,6053
113,134,340.5,100.5,33.944695,32.627,1.3591,30.7681,6054
114,134,343.5,100.5,34.005966,32.454,1.3188,30.7566,6055
115,134,346.5,100.5,34.079494,32.2735,1.2756,30.9296,6056
116,134,349.5,100.5,34.166637,32.0919,1.2143,31.6013,6057
117,134,352.5,100.5,34.263596,31.9203,1.2112,32.0661,6058
118,134,355.5,100.5,34.355,31.7633,1.2194,33.1591,6059
119,134,358.5,100.5,34.428982,31.6097,1.0898,46.5812,6060
120,134,361.5,100.5,34.50946,31.4321,1.029,33.8296,6061
121,134,364.5,100.5,34.595444,31.2664,1.0398,48.9105,6062
122,134,367.5,100.5,34.661503,31.1097,1.1329,35.0393,6063
123,134,370.5,100.5,34.728283,30.9606,0.8735,33.7328,6064
124,134,373.5,100.5,34.805386,30.7998,0.6399,33.1843,6065
125,134,376.5,100.5,34.870689,30.6715,0.4236,33.5012,6066
126,134,379.5,100.5,35.293644,29.7575,1.7399,35.3801,6067
127,134,382.5,100.5,35.440651,29.4885,1.8022,59.6239,6068
128,134,385.5,100.5,35.564526,29.2265,1.9595,61.9514,6069
129,134,388.5,100.5,35.671234,29.0259,1.909,62.7715,6070
130,134,391.5,100.5,35.760887,28.8571,1.962,64.0224,6071
131,134,394.5,100.5,35.831306,28.7194,2.0445,63.7958,6072
132,134,397.5,100.5,35.881901,28.6193,2.0361,63.2506,6073
133,134,400.5,100.5,35.914421,28.551,1.9841,60.9977,6074
134,134,403.5,100.5,35.92979,28.5151,1.897,59.8806,6075
135,134,406.5,100.5,35.950325,28.4721,1.7785,45.507,6076
136,134,409.5,100.5,35.991383,28.3905,1.6739,41.6614,6077
137,134,412.5,100.5,36.059711,28.253,1.5622,41.7157,6078
138,134,415.5,100.5,36.160538,28.0647,1.4744,44.0585,6079
139,134,418.5,100.5,36.269676,27.8963,1.3762,52.0364,6080
140,134,421.5,100.5,36.362854,27.7303,1.2778,57.6085,6081
141,134,424.5,100.5,36.437744,27.6143,1.2093,58.3828,6082
142,134,427.5,100.5,36.491283,27.5182,1.1644,57.9711,6083
143,134,430.5,100.5,36.533253,27.4597,1.0134,58.1171,6084
144,134,433.5,100.5,36.55611,27.4566,0.9212,57.9916,6085
145,134,436.5,100.5,36.558266,27.4563,0.8892,57.2296,6086
146,134,439.5,100.5,36.533619,27.5015,0.5841,56.1346,6087
147,134,442.5,100.5,36.476025,27.5848,0.3201,39.7678,6088
148,134,445.5,100.5,36.684517,26.9635,0.375,49.0388,6089
149,134,448.5,100.5,NA,NA,0,NA,6090
150,134,451.5,100.5,NA,NA,0,NA,6091
151,134,454.5,100.5,NA,NA,0,NA,6092
152,134,457.5,100.5,NA,NA,0,NA,6093
153,134,460.5,100.5,36.308247,28.0743,0.1617,35.2059,6094
154,134,463.5,100.5,36.418362,27.9831,1.3367,36.0788,6095
155,134,466.5,100.5,36.36544,28.0487,1.649,40.5462,6096
156,134,469.5,100.5,36.30114,28.0805,1.8336,37.395,6097
157,134,472.5,100.5,36.156353,28.3047,0.242,32.0369,6098
158,134,475.5,100.5,36.15107,28.2921,0.3009,32.2881,6099
159,134,478.5,100.5,36.14724,28.2765,0.4292,35.2087,6100
160,134,481.5,100.5,36.144924,28.2582,0.4133,36.8447,6101
161,134,484.5,100.5,36.146881,28.2247,0.4875,35.9442,6102
162,134,487.5,100.5,36.154324,28.1953,0.4696,36.1052,6103
163,134,490.5,100.5,36.162861,28.1723,0.4746,36.7043,6104
164,134,493.5,100.5,36.174564,28.1435,0.5015,36.0115,6105
165,134,496.5,100.5,36.184917,28.1071,0.5472,37.8187,6106
166,134,499.5,100.5,36.198788,28.052,0.6369,35.5608,6107
167,134,502.5,100.5,36.203907,28.0242,0.7396,40.9928,6108
168,134,505.5,100.5,36.200294,27.9985,0.8522,36.3796,6109
169,134,508.5,100.5,36.202358,27.9733,0.9493,36.0259,6110
170,134,511.5,100.5,36.220402,27.9335,0.9399,38.1646,6111
171,134,514.5,100.5,36.266544,27.8529,0.8969,49.0744,6112
172,134,517.5,100.5,36.301399,27.8157,0.8485,56.277,6113
173,134,520.5,100.5,36.332981,27.74,0.8692,56.6938,6114
174,134,523.5,100.5,36.363201,27.6668,0.9552,57.0404,6115
175,134,526.5,100.5,36.381294,27.5586,1.0672,57.3993,6116
176,134,529.5,100.5,36.38509,27.474,1.1511,57.2686,6117
177,134,532.5,100.5,36.385426,27.376,1.1927,57.2688,6118
178,134,535.5,100.5,36.385731,27.2548,1.3137,57.3328,6119
179,134,538.5,100.5,36.367737,27.0999,1.6922,61.5686,6120
0,133,1.5,103.5,39.269627,22.0991,2.0564,73.5662,6121
1,133,4.5,103.5,39.302376,22.163,1.5096,74.8267,6122
2,133,7.5,103.5,NA,NA,0,NA,6123
3,133,10.5,103.5,NA,NA,0,NA,6124
4,133,13.5,103.5,NA,NA,0,NA,6125
5,133,16.5,103.5,NA,NA,0,NA,6126
6,133,19.5,103.5,NA,NA,0,NA,6127
7,133,22.5,103.5,38.782078,24.152,0.2731,75.0666,6128
8,133,25.5,103.5,38.767975,24.3533,0.4649,76.0746,6129
9,133,28.5,103.5,38.667908,24.2775,0.245,74.6036,6130
10,133,31.5,103.5,NA,NA,0,NA,6131
11,133,34.5,103.5,38.384136,24.8373,0.9823,70.941,6132
12,133,37.5,103.5,38.287342,25.0491,1.0216,72.2142,6133
13,133,40.5,103.5,38.155258,25.3126,1.2766,69.9603,6134
14,133,43.5,103.5,38.032177,25.5737,1.3839,69.6247,6135
15,133,46.5,103.5,37.915695,25.8147,1.4651,68.1994,6136
16,133,49.5,103.5,37.788567,25.9574,1.5056,48.9593,6137
17,133,52.5,103.5,37.691292,26.0783,1.4527,42.3441,6138
18,133,55.5,103.5,37.665562,26.1258,1.5962,38.8146,6139
19,133,58.5,103.5,37.698666,26.1347,1.7415,43.1797,6140
20,133,61.5,103.5,37.779896,26.1587,1.77,68.4436,6141
21,133,64.5,103.5,37.826656,26.1386,1.695,68.1884,6142
22,133,67.5,103.5,37.863525,26.1173,1.514,69.7206,6143
23,133,70.5,103.5,37.899448,26.0991,0.4847,70.558,6144
24,133,73.5,103.5,37.90593,26.1333,0.3178,70.5708,6145
25,133,76.5,103.5,37.803024,26.1016,1.2336,66.6799,6146
26,133,79.5,103.5,38.115437,26.5735,0.1415,73.5518,6147
27,133,82.5,103.5,37.822071,26.3511,0.9415,70.8756,6148
28,133,85.5,103.5,37.74617,26.4954,1.4712,68.1004,6149
29,133,88.5,103.5,37.657993,26.6594,1.6457,65.8118,6150
30,133,91.5,103.5,37.569016,26.8373,1.7509,66.9941,6151
31,133,94.5,103.5,37.470425,27.0379,1.8402,67.2261,6152
32,133,97.5,103.5,37.375523,27.2141,1.9349,66.7836,6153
33,133,100.5,103.5,37.293037,27.3362,1.9504,66.7963,6154
34,133,103.5,103.5,37.24358,27.3311,1.8929,66.6131,6155
35,133,106.5,103.5,37.272091,27.049,1.7602,68.0247,6156
36,133,109.5,103.5,37.234783,26.9153,1.5426,68.9951,6157
37,133,112.5,103.5,37.162918,26.8996,1.3126,67.3233,6158
38,133,115.5,103.5,37.064545,26.9759,1.2637,66.5143,6159
39,133,118.5,103.5,36.99078,27.0728,1.2526,51.4137,6160
40,133,121.5,103.5,36.99844,27.0475,1.2329,68.2532,6161
41,133,124.5,103.5,36.826244,27.7347,0.3774,67.8,6162
42,133,127.5,103.5,36.821758,27.8154,0.8046,67.7211,6163
43,133,130.5,103.5,36.817184,27.9141,0.4759,67.4701,6164
44,133,133.5,103.5,36.724094,27.775,1.566,64.9221,6165
45,133,136.5,103.5,36.732624,27.7245,1.6148,65.1118,6166
46,133,139.5,103.5,36.755764,27.624,1.6424,65.8306,6167
47,133,142.5,103.5,36.803493,27.4155,1.7022,66.7184,6168
48,133,145.5,103.5,36.861137,27.1716,1.7939,66.0142,6169
49,133,148.5,103.5,37.13887,26.5745,1.756,76.6291,6170
50,133,151.5,103.5,37.213375,26.4112,1.8891,77.2608,6171
51,133,154.5,103.5,37.308926,26.2527,1.9711,76.8545,6172
52,133,157.5,103.5,37.401443,26.131,2.0078,73.107,6173
53,133,160.5,103.5,37.174355,26.566,2.0934,68.6615,6174
54,133,163.5,103.5,37.113548,26.8923,1.9003,67.0848,6175
55,133,166.5,103.5,37.164726,26.8671,0.6903,68.8428,6176
56,133,169.5,103.5,37.132492,27.068,1.4164,67.97,6177
57,133,172.5,103.5,37.108868,27.2922,1.3026,70.7309,6178
58,133,175.5,103.5,NA,NA,0,NA,6179
59,133,178.5,103.5,NA,NA,0,NA,6180
60,133,181.5,103.5,NA,NA,0,NA,6181
61,133,184.5,103.5,NA,NA,0,NA,6182
62,133,187.5,103.5,NA,NA,0,NA,6183
63,133,190.5,103.5,36.631298,31.4141,0.0009,70.3727,6184
64,133,193.5,103.5,36.067677,29.9557,1.9239,62.2454,6185
65,133,196.5,103.5,35.916412,30.0765,1.7711,61.8245,6186
66,133,199.5,103.5,35.801765,30.2354,1.5926,60.5832,6187
67,133,202.5,103.5,35.73291,30.2801,0.5927,58.6286,6188
68,133,205.5,103.5,35.477814,30.5743,1.6077,53.1114,6189
69,133,208.5,103.5,35.314014,30.8797,1.4201,33.211,6190
70,133,211.5,103.5,35.166969,31.1831,1.3543,35.6564,6191
71,133,214.5,103.5,35.046017,31.4306,1.3389,32.0204,6192
72,133,217.5,103.5,34.940731,31.6186,0.3425,33.2532,6193
73,133,220.5,103.5,NA,NA,0,NA,6194
74,133,223.5,103.5,NA,NA,0,NA,6195
75,133,226.5,103.5,34.426834,32.697,0.6939,32.798,6196
76,133,229.5,103.5,34.3801,32.8195,0.5731,33.2614,6197
77,133,232.5,103.5,34.376606,32.8846,0.3091,34.5087,6198
78,133,235.5,103.5,34.329369,32.9113,1.6692,59.6214,6199
79,133,238.5,103.5,34.263248,33.0687,1.5906,59.2643,6200
80,133,241.5,103.5,34.150539,33.2683,1.438,44.684,6201
81,133,244.5,103.5,34.043743,33.4515,1.2848,33.7549,6202
82,133,247.5,103.5,33.947018,33.6178,1.1842,32.0483,6203
83,133,250.5,103.5,33.862133,33.7675,1.1188,30.9923,6204
84,133,253.5,103.5,33.784412,33.9086,0.9769,31.6513,6205
85,133,256.5,103.5,33.691166,34.0787,0.5428,29.7661,6206
86,133,259.5,103.5,33.595604,34.2397,0.4428,29.902,6207
87,133,262.5,103.5,33.527107,34.3537,0.4416,29.9118,6208
88,133,265.5,103.5,33.472446,34.4476,0.4773,29.7478,6209
89,133,268.5,103.5,33.429649,34.5253,0.2564,28.4643,6210
90,133,271.5,103.5,33.408916,34.52,1.331,31.2933,6211
91,133,274.5,103.5,33.367954,34.6165,1.3634,30.8159,6212
92,133,277.5,103.5,33.33078,34.717,1.3923,31.833,6213
93,133,280.5,103.5,33.305515,34.7904,1.3906,44.5548,6214
94,133,283.5,103.5,33.275593,34.8279,1.3624,35.7541,6215
95,133,286.5,103.5,33.252403,34.8445,1.3064,35.4864,6216
96,133,289.5,103.5,33.240501,34.8087,1.2121,31.0398,6217
97,133,292.5,103.5,33.233524,34.7678,1.1576,31.1359,6218
98,133,295.5,103.5,33.233414,34.708,1.1085,31.592,6219
99,133,298.5,103.5,33.242928,34.6238,0.9451,30.4053,6220
100,133,301.5,103.5,33.260738,34.5273,0.8992,30.3652,6221
101,133,304.5,103.5,33.291447,34.4183,0.5671,29.5725,6222
102,133,307.5,103.5,33.315502,34.3418,0.3646,31.9994,6223
103,133,310.5,103.5,33.506699,33.7751,1.3957,32.1946,6224
104,133,313.5,103.5,33.549507,33.6602,1.3445,48.2576,6225
105,133,316.5,103.5,33.609085,33.4776,1.3854,30.9602,6226
106,133,319.5,103.5,33.675404,33.297,1.4661,30.9684,6227
107,133,322.5,103.5,33.737885,33.1407,1.474,30.2713,6228
108,133,325.5,103.5,33.794605,33.0131,1.4557,30.5284,6229
109,133,328.5,103.5,33.839439,32.9263,1.4278,30.5481,6230
110,133,331.5,103.5,33.874237,32.8679,1.3908,31.4518,6231
111,133,334.5,103.5,33.907974,32.786,1.3556,34.5601,6232
112,133,337.5,103.5,33.953407,32.6394,1.3119,30.9736,6233
113,133,340.5,103.5,34.005093,32.4813,1.2662,30.8367,6234
114,133,343.5,103.5,34.066807,32.3118,1.1975,30.9554,6235
115,133,346.5,103.5,34.141834,32.1383,1.1548,31.1305,6236
116,133,349.5,103.5,34.234158,31.9692,1.026,31.9369,6237
117,133,352.5,103.5,34.341801,31.8255,1.0183,33.0747,6238
118,133,355.5,103.5,34.438328,31.6896,1.1273,54.5869,6239
119,133,358.5,103.5,34.487068,31.5204,0.9297,37.4837,6240
120,133,361.5,103.5,34.55938,31.3456,0.7975,40.6254,6241
121,133,364.5,103.5,34.632145,31.1792,0.6438,37.4683,6242
122,133,367.5,103.5,34.685291,31.0546,0.4407,33.9699,6243
123,133,370.5,103.5,35.062164,30.1941,1.8345,38.042,6244
124,133,373.5,103.5,35.170036,30.0113,1.8962,53.9901,6245
125,133,376.5,103.5,35.288494,29.7519,1.9696,42.0518,6246
126,133,379.5,103.5,35.412483,29.4972,1.9323,46.7411,6247
127,133,382.5,103.5,35.540859,29.2558,1.9896,62.5681,6248
128,133,385.5,103.5,35.640564,29.0674,2.046,63.546,6249
129,133,388.5,103.5,35.722191,28.9185,2.0006,64.5211,6250
130,133,391.5,103.5,35.789967,28.797,1.9856,63.1849,6251
131,133,394.5,103.5,35.842278,28.7036,1.9749,60.8603,6252
132,133,397.5,103.5,35.874092,28.6452,1.9262,60.5149,6253
133,133,400.5,103.5,35.888187,28.6145,1.8397,45.4919,6254
134,133,403.5,103.5,35.910656,28.5749,1.7335,46.5294,6255
135,133,406.5,103.5,35.941071,28.5215,1.59,41.4137,6256
136,133,409.5,103.5,35.989697,28.4439,1.4625,48.6444,6257
137,133,412.5,103.5,36.061058,28.3088,1.351,39.0902,6258
138,133,415.5,103.5,36.167542,28.1164,1.2623,40.5648,6259
139,133,418.5,103.5,36.288235,27.9092,1.2024,56.1134,6260
140,133,421.5,103.5,36.383728,27.7114,1.0438,57.3494,6261
141,133,424.5,103.5,36.457005,27.5958,0.9737,58.1976,6262
142,133,427.5,103.5,36.511642,27.4941,1.0178,57.5398,6263
143,133,430.5,103.5,36.556122,27.411,0.7927,56.8659,6264
144,133,433.5,103.5,36.5574,27.4269,0.5748,43.3336,6265
145,133,436.5,103.5,36.557667,27.4432,0.3322,42.8115,6266
146,133,439.5,103.5,36.663696,26.9961,0.6436,55.6152,6267
147,133,442.5,103.5,36.571846,27.1326,0.3192,39.167,6268
148,133,445.5,103.5,NA,NA,0,NA,6269
149,133,448.5,103.5,NA,NA,0,NA,6270
150,133,451.5,103.5,NA,NA,0,NA,6271
151,133,454.5,103.5,NA,NA,0,NA,6272
152,133,457.5,103.5,NA,NA,0,NA,6273
153,133,460.5,103.5,NA,NA,0,NA,6274
154,133,463.5,103.5,36.537857,27.8525,1.639,55.8791,6275
155,133,466.5,103.5,36.414845,27.9827,1.8337,35.193,6276
156,133,469.5,103.5,36.334824,28.0319,1.9189,39.7593,6277
157,133,472.5,103.5,36.286907,28.0223,1.9972,35.8198,6278
158,133,475.5,103.5,36.264626,27.994,2.0131,36.0288,6279
159,133,478.5,103.5,36.146542,28.2544,0.2739,33.2269,6280
160,133,481.5,103.5,36.146503,28.2355,0.2837,36.0615,6281
161,133,484.5,103.5,36.155903,28.182,0.4601,35.6276,6282
162,133,487.5,103.5,36.161007,28.1637,0.3975,39.7797,6283
163,133,490.5,103.5,36.171116,28.1336,0.4115,36.1704,6284
164,133,493.5,103.5,36.186684,28.1027,0.4474,39.1992,6285
165,133,496.5,103.5,36.200218,28.0521,0.4849,40.0363,6286
166,133,499.5,103.5,36.235394,27.9565,0.5381,35.8975,6287
167,133,502.5,103.5,36.241001,27.9377,0.6045,39.5884,6288
168,133,505.5,103.5,36.227341,27.9281,0.7037,35.6126,6289
169,133,508.5,103.5,36.21859,27.9183,0.8658,35.4034,6290
170,133,511.5,103.5,36.221523,27.903,0.8283,36.9071,6291
171,133,514.5,103.5,36.242924,27.8591,0.7506,39.0088,6292
172,133,517.5,103.5,36.271236,27.8018,0.6376,42.0018,6293
173,133,520.5,103.5,36.306992,27.7045,0.5782,43.0118,6294
174,133,523.5,103.5,36.34903,27.5951,0.6913,56.5424,6295
175,133,526.5,103.5,36.369488,27.5585,0.866,56.6509,6296
176,133,529.5,103.5,36.363144,27.4535,0.9814,56.0853,6297
177,133,532.5,103.5,36.356579,27.3611,0.9748,55.2216,6298
178,133,535.5,103.5,36.366104,27.23,1.093,55.8245,6299
179,133,538.5,103.5,36.374077,27.0521,1.6089,60.4904,6300
0,132,1.5,106.5,39.157845,22.4197,2.0259,75.5582,6301
1,132,4.5,106.5,39.13102,22.5878,0.6751,74.5567,6302
2,132,7.5,106.5,NA,NA,0,NA,6303
3,132,10.5,106.5,NA,NA,0,NA,6304
4,132,13.5,106.5,NA,NA,0,NA,6305
5,132,16.5,106.5,NA,NA,0,NA,6306
6,132,19.5,106.5,38.799873,23.8848,0.3807,74.405,6307
7,132,22.5,106.5,38.731335,24.0528,0.7872,75.0644,6308
8,132,25.5,106.5,38.666042,24.2076,0.7583,73.7981,6309
9,132,28.5,106.5,38.5821,24.3425,0.7284,73.2471,6310
10,132,31.5,106.5,38.503727,24.4864,0.8472,72.2502,6311
11,132,34.5,106.5,38.39333,24.7214,1.2409,72.1385,6312
12,132,37.5,106.5,38.268093,24.9814,0.7564,70.8413,6313
13,132,40.5,106.5,38.083298,25.2933,1.2159,70.3096,6314
14,132,43.5,106.5,37.963554,25.5397,1.3565,69.5826,6315
15,132,46.5,106.5,37.869011,25.7535,1.4257,68.6146,6316
16,132,49.5,106.5,37.79583,25.9183,1.4563,66.8104,6317
17,132,52.5,106.5,37.727779,26.0023,1.4716,48.7437,6318
18,132,55.5,106.5,37.725597,26.0646,1.6169,52.5037,6319
19,132,58.5,106.5,37.773823,26.0768,1.73,67.4702,6320
20,132,61.5,106.5,37.813881,26.0609,1.7024,68.3896,6321
21,132,64.5,106.5,37.84108,26.0509,1.5623,69.0174,6322
22,132,67.5,106.5,37.860779,26.0541,1.4213,69.2286,6323
23,132,70.5,106.5,37.866314,26.0972,0.3571,70.0155,6324
24,132,73.5,106.5,37.756744,25.9952,1.6476,65.1454,6325
25,132,76.5,106.5,37.75087,26.0961,1.547,66.5717,6326
26,132,79.5,106.5,37.884964,26.4512,0.31,70.4121,6327
27,132,82.5,106.5,37.837631,26.5676,0.1002,70.8048,6328
28,132,85.5,106.5,37.684147,26.4954,1.5291,66.5726,6329
29,132,88.5,106.5,37.616905,26.6553,1.6685,66.7773,6330
30,132,91.5,106.5,37.539242,26.8271,1.7505,66.119,6331
31,132,94.5,106.5,37.449619,27.0133,1.8173,66.7429,6332
32,132,97.5,106.5,37.339054,27.2309,1.9429,65.9328,6333
33,132,100.5,106.5,37.237083,27.3899,1.9743,65.4376,6334
34,132,103.5,106.5,37.141724,27.4781,1.9314,65.5656,6335
35,132,106.5,106.5,37.05891,27.4604,1.8323,64.7042,6336
36,132,109.5,106.5,36.982288,27.3049,1.6949,63.9302,6337
37,132,112.5,106.5,36.896996,27.2978,1.5463,42.2969,6338
38,132,115.5,106.5,36.822239,27.3386,1.4531,41.7695,6339
39,132,118.5,106.5,36.750973,27.4314,1.3734,40.7532,6340
40,132,121.5,106.5,36.684616,27.557,0.2805,40.7847,6341
41,132,124.5,106.5,36.691505,27.6693,0.6939,43.7885,6342
42,132,127.5,106.5,36.703194,27.7091,0.3709,43.3981,6343
43,132,130.5,106.5,36.661972,27.7711,1.4539,59.139,6344
44,132,133.5,106.5,36.692909,27.7599,1.5259,65.7628,6345
45,132,136.5,106.5,36.724983,27.6328,1.5688,67.0113,6346
46,132,139.5,106.5,36.750507,27.4843,1.6079,67.4907,6347
47,132,142.5,106.5,36.820072,27.155,1.6932,72.9239,6348
48,132,145.5,106.5,36.907867,26.9024,1.7574,74.6939,6349
49,132,148.5,106.5,37.1395,26.4817,1.7271,78.1153,6350
50,132,151.5,106.5,37.22356,26.3407,1.8431,77.8131,6351
51,132,154.5,106.5,37.362778,26.1437,1.8885,73.2974,6352
52,132,157.5,106.5,37.425144,26.0768,1.8741,73.3569,6353
53,132,160.5,106.5,37.215744,26.4854,1.9843,70.4013,6354
54,132,163.5,106.5,37.148869,26.732,1.8285,67.522,6355
55,132,166.5,106.5,37.131981,26.9117,1.471,69.1917,6356
56,132,169.5,106.5,37.07114,27.2157,1.585,71.0292,6357
57,132,172.5,106.5,36.914124,27.8225,1.4343,67.9086,6358
58,132,175.5,106.5,36.876183,28.0894,0.4388,69.6991,6359
59,132,178.5,106.5,NA,NA,0,NA,6360
60,132,181.5,106.5,NA,NA,0,NA,6361
61,132,184.5,106.5,36.539616,29.0229,0.4774,74.3283,6362
62,132,187.5,106.5,NA,NA,0,NA,6363
63,132,190.5,106.5,NA,NA,0,NA,6364
64,132,193.5,106.5,36.528927,31.6246,0.0009,70.9803,6365
65,132,196.5,106.5,35.920246,29.9627,1.8568,63.0278,6366
66,132,199.5,106.5,35.795155,30.1781,1.6367,63.1627,6367
67,132,202.5,106.5,35.719444,30.3247,1.2265,60.7717,6368
68,132,205.5,106.5,35.48468,30.522,1.6713,50.294,6369
69,132,208.5,106.5,35.331474,30.8573,1.3827,45.2494,6370
70,132,211.5,106.5,35.187138,31.1469,1.3147,33.0194,6371
71,132,214.5,106.5,35.084549,31.3843,1.4068,34.285,6372
72,132,217.5,106.5,34.874851,31.6848,1.4537,31.984,6373
73,132,220.5,106.5,34.745502,31.9992,1.5466,39.0634,6374
74,132,223.5,106.5,34.591801,32.335,0.5979,31.8284,6375
75,132,226.5,106.5,34.491348,32.586,1.2269,32.254,6376
76,132,229.5,106.5,34.360504,32.801,1.4376,32.5876,6377
77,132,232.5,106.5,34.315834,32.9456,1.6083,43.7385,6378
78,132,235.5,106.5,34.283127,33.0533,1.5888,59.1674,6379
79,132,238.5,106.5,34.219624,33.1803,1.4277,58.8251,6380
80,132,241.5,106.5,34.11536,33.3533,1.2731,37.0511,6381
81,132,244.5,106.5,34.020256,33.5104,1.0381,37.381,6382
82,132,247.5,106.5,33.931824,33.6578,0.9151,31.9726,6383
83,132,250.5,106.5,33.857597,33.7811,0.8744,31.437,6384
84,132,253.5,106.5,33.799332,33.8794,0.4261,29.8851,6385
85,132,256.5,106.5,33.697693,34.0004,1.4191,31.6146,6386
86,132,259.5,106.5,33.560093,34.3001,0.2095,29.3504,6387
87,132,262.5,106.5,33.520531,34.3654,0.2259,29.2949,6388
88,132,265.5,106.5,33.484486,34.4226,0.1871,28.6791,6389
89,132,268.5,106.5,33.456478,34.4279,1.3534,30.8299,6390
90,132,271.5,106.5,33.4091,34.5273,1.3744,30.7455,6391
91,132,274.5,106.5,33.368191,34.6271,1.3426,31.1858,6392
92,132,277.5,106.5,33.329899,34.7166,1.3083,37.6656,6393
93,132,280.5,106.5,33.304676,34.7537,1.2776,34.7016,6394
94,132,283.5,106.5,33.283016,34.7866,1.2265,31.3235,6395
95,132,286.5,106.5,33.26453,34.8047,1.1731,43.2966,6396
96,132,289.5,106.5,33.255524,34.7543,1.0051,31.035,6397
97,132,292.5,106.5,33.252731,34.6951,0.9309,30.8216,6398
98,132,295.5,106.5,33.252884,34.6331,0.9419,33.0948,6399
99,132,298.5,106.5,33.258152,34.5622,0.6027,29.2183,6400
100,132,301.5,106.5,33.266815,34.4985,0.3624,28.5173,6401
101,132,304.5,106.5,33.449799,33.9276,1.4447,34.4413,6402
102,132,307.5,106.5,33.501694,33.7773,1.4684,31.4925,6403
103,132,310.5,106.5,33.551308,33.6419,1.4341,33.0343,6404
104,132,313.5,106.5,33.607025,33.4834,1.4011,31.1814,6405
105,132,316.5,106.5,33.669346,33.3121,1.4126,30.5352,6406
106,132,319.5,106.5,33.733818,33.1486,1.4378,30.6714,6407
107,132,322.5,106.5,33.79644,33.0022,1.4343,30.5889,6408
108,132,325.5,106.5,33.852024,32.8822,1.4055,30.8063,6409
109,132,328.5,106.5,33.898205,32.7951,1.3642,31.166,6410
110,132,331.5,106.5,33.934662,32.7432,1.3069,52.1228,6411
111,132,334.5,106.5,33.972313,32.6248,1.2603,31.6379,6412
